FactKey,BusinessKey,DateKey,KPIKey,Value,Target,DataQualityFlag,Source_Note
3389,2,20250801,34,8,7,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3390,2,20250801,35,77.99,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3391,2,20250801,36,80.65,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3392,2,20250801,37,83.3,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3393,2,20250801,38,33,28,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3394,2,20250801,39,88.62,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3395,2,20250801,40,91.28,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3396,2,20250801,41,93.94,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3397,2,20250801,42,96.59,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3398,2,20250801,43,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3399,2,20250801,44,75.41,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3400,2,20250801,45,78.07,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3401,2,20250801,46,80.73,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3402,2,20250801,47,27,23,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3403,2,20250801,48,33,28,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3404,2,20250801,49,88.7,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3405,2,20250801,50,91.36,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3406,2,20250801,51,94.02,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3407,2,20250801,52,96.67,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3408,2,20250801,53,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3409,2,20250801,54,75.49,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3410,2,20250801,55,14,12,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3411,3,20250801,1,7,6,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3412,3,20250801,2,13,11,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3413,3,20250801,3,20,17,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3414,3,20250801,4,26,22,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3415,3,20250801,5,32,27,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3416,3,20250801,6,38,32,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3417,3,20250801,7,45,38,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3418,3,20250801,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3419,3,20250801,9,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3420,3,20250801,10,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3421,3,20250801,11,7,6,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3422,3,20250801,12,14,12,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3423,3,20250801,13,78,66,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3424,3,20250801,14,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3425,3,20250801,15,32,27,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3426,3,20250801,16,0.0932,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3427,3,20250801,17,0.1887,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3428,3,20250801,18,0.3676,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3429,3,20250801,19,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3430,3,20250801,20,1.34,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3431,3,20250801,21,0.2541,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3432,3,20250801,22,21.2,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3433,3,20250801,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3434,3,20250801,24,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3435,3,20250801,25,32,27,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3436,3,20250801,26,39,33,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3437,3,20250801,27,45,38,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3438,3,20250801,28,51,43,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3439,3,20250801,29,7.21,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3440,3,20250801,30,905840,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3441,3,20250801,31,1327100,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3442,3,20250801,32,1748360,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3443,3,20250801,33,2169620,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3444,3,20250801,34,26,22,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3445,3,20250801,35,85.96,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3446,3,20250801,36,88.62,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3447,3,20250801,37,91.27,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3448,3,20250801,38,51,43,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3449,3,20250801,39,96.59,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3450,3,20250801,40,72.75,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3451,3,20250801,41,75.41,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3452,3,20250801,42,78.06,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3453,3,20250801,43,20,17,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3454,3,20250801,44,83.38,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3455,3,20250801,45,86.04,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3456,3,20250801,46,88.7,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3457,3,20250801,47,45,38,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3458,3,20250801,48,51,43,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3459,3,20250801,49,96.67,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3460,3,20250801,50,72.83,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3461,3,20250801,51,75.48,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3462,3,20250801,52,78.14,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3463,3,20250801,53,21,18,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3464,3,20250801,54,83.46,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3465,3,20250801,55,33,28,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3466,4,20250801,1,26,22,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3467,4,20250801,2,32,27,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3468,4,20250801,3,38,32,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3469,4,20250801,4,45,38,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3470,4,20250801,5,51,43,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3471,4,20250801,6,57,48,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3472,4,20250801,7,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3473,4,20250801,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3474,4,20250801,9,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3475,4,20250801,10,20,17,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3476,4,20250801,11,26,22,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3477,4,20250801,12,32,27,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3478,4,20250801,13,132,112,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3479,4,20250801,14,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3480,4,20250801,15,51,43,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3481,4,20250801,16,0.1383,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3482,4,20250801,17,0.0348,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3483,4,20250801,18,0.1228,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3484,4,20250801,19,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3485,4,20250801,20,3.3,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3486,4,20250801,21,0.5097,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3487,4,20250801,22,49.7,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3488,4,20250801,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3489,4,20250801,24,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3490,4,20250801,25,51,43,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3491,4,20250801,26,57,48,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3492,4,20250801,27,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3493,4,20250801,28,8,7,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3494,4,20250801,29,2.67,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3495,4,20250801,30,2168780,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3496,4,20250801,31,2590040,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3497,4,20250801,32,3011300,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3498,4,20250801,33,3432560,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3499,4,20250801,34,45,38,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3500,4,20250801,35,93.93,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3501,4,20250801,36,96.58,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3502,4,20250801,37,72.74,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3503,4,20250801,38,8,7,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3504,4,20250801,39,78.06,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3505,4,20250801,40,80.72,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3506,4,20250801,41,83.37,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3507,4,20250801,42,86.03,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3508,4,20250801,43,39,33,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3509,4,20250801,44,91.35,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3510,4,20250801,45,94.01,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3511,4,20250801,46,96.66,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3512,4,20250801,47,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3513,4,20250801,48,8,7,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3514,4,20250801,49,78.14,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3515,4,20250801,50,80.8,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3516,4,20250801,51,83.45,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3517,4,20250801,52,86.11,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3518,4,20250801,53,39,33,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3519,4,20250801,54,91.43,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3520,4,20250801,55,52,44,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3521,5,20250801,1,45,38,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3522,5,20250801,2,51,43,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3523,5,20250801,3,57,48,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3524,5,20250801,4,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3525,5,20250801,5,7,6,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3526,5,20250801,6,14,12,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3527,5,20250801,7,20,17,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3528,5,20250801,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3529,5,20250801,9,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3530,5,20250801,10,38,32,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3531,5,20250801,11,45,38,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3532,5,20250801,12,51,43,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3533,5,20250801,13,186,158,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3534,5,20250801,14,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3535,5,20250801,15,8,7,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3536,5,20250801,16,0.0334,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3537,5,20250801,17,0.101,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3538,5,20250801,18,0.228,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3539,5,20250801,19,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3540,5,20250801,20,5.25,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3541,5,20250801,21,0.7653,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3542,5,20250801,22,78.3,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3543,5,20250801,23,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3544,5,20250801,24,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3545,5,20250801,25,8,7,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3546,5,20250801,26,14,12,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3547,5,20250801,27,20,17,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3548,5,20250801,28,26,22,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3549,5,20250801,29,4.62,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3550,5,20250801,30,3431720,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3551,5,20250801,31,3852980,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3552,5,20250801,32,4274240,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3553,5,20250801,33,4695500,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3554,5,20250801,34,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3555,5,20250801,35,75.39,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3556,5,20250801,36,78.05,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3557,5,20250801,37,80.71,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3558,5,20250801,38,27,23,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3559,5,20250801,39,86.03,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3560,5,20250801,40,88.68,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3561,5,20250801,41,91.34,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3562,5,20250801,42,94,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3563,5,20250801,43,58,49,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3564,5,20250801,44,72.82,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3565,5,20250801,45,75.47,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3566,5,20250801,46,78.13,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3567,5,20250801,47,21,18,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3568,5,20250801,48,27,23,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3569,5,20250801,49,86.11,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3570,5,20250801,50,88.76,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3571,5,20250801,51,91.42,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3572,5,20250801,52,94.08,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3573,5,20250801,53,58,49,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3574,5,20250801,54,72.9,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3575,5,20250801,55,8,7,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3576,6,20250801,1,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3577,6,20250801,2,7,6,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3578,6,20250801,3,14,12,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3579,6,20250801,4,20,17,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3580,6,20250801,5,26,22,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3581,6,20250801,6,32,27,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3582,6,20250801,7,38,32,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3583,6,20250801,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3584,6,20250801,9,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3585,6,20250801,10,57,48,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3586,6,20250801,11,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3587,6,20250801,12,8,7,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3588,6,20250801,13,60,51,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3589,6,20250801,14,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3590,6,20250801,15,26,22,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3591,6,20250801,16,0.0785,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3592,6,20250801,17,0.1671,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3593,6,20250801,18,0.3333,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3594,6,20250801,19,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3595,6,20250801,20,7.21,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3596,6,20250801,21,0.1709,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3597,6,20250801,22,11.9,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3598,6,20250801,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3599,6,20250801,24,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3600,6,20250801,25,26,22,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3601,6,20250801,26,33,28,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3602,6,20250801,27,39,33,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3603,6,20250801,28,45,38,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3604,6,20250801,29,6.58,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3605,6,20250801,30,4694660,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3606,6,20250801,31,915920,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3607,6,20250801,32,1337180,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3608,6,20250801,33,1758440,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3609,6,20250801,34,20,17,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3610,6,20250801,35,83.36,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3611,6,20250801,36,86.02,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3612,6,20250801,37,88.68,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3613,6,20250801,38,45,38,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3614,6,20250801,39,94,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3615,6,20250801,40,96.65,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3616,6,20250801,41,72.81,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3617,6,20250801,42,75.47,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3618,6,20250801,43,14,12,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3619,6,20250801,44,80.78,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3620,6,20250801,45,83.44,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3621,6,20250801,46,86.1,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3622,6,20250801,47,39,33,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3623,6,20250801,48,45,38,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3624,6,20250801,49,94.07,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3625,6,20250801,50,96.73,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3626,6,20250801,51,72.89,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3627,6,20250801,52,75.55,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3628,6,20250801,53,15,13,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3629,6,20250801,54,80.86,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3630,6,20250801,55,27,23,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3631,7,20250801,1,20,17,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3632,7,20250801,2,26,22,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3633,7,20250801,3,32,27,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3634,7,20250801,4,38,32,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3635,7,20250801,5,45,38,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3636,7,20250801,6,51,43,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3637,7,20250801,7,57,48,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3638,7,20250801,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3639,7,20250801,9,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3640,7,20250801,10,14,12,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3641,7,20250801,11,20,17,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3642,7,20250801,12,26,22,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3643,7,20250801,13,114,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3644,7,20250801,14,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3645,7,20250801,15,45,38,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3646,7,20250801,16,0.1236,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3647,7,20250801,17,0.2333,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3648,7,20250801,18,0.0885,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3649,7,20250801,19,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3650,7,20250801,20,2.66,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3651,7,20250801,21,0.4265,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3652,7,20250801,22,40.4,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3653,7,20250801,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3654,7,20250801,24,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3655,7,20250801,25,45,38,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3656,7,20250801,26,51,43,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3657,7,20250801,27,57,48,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3658,7,20250801,28,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3659,7,20250801,29,2.03,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3660,7,20250801,30,1757600,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3661,7,20250801,31,2178860,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3662,7,20250801,32,2600120,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
3663,7,20250801,33,3021380,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
